Name,Team,G,PA,H,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,playerid
Sherry Robertson,- - -,596,1728,346,26,200,151,32,11.70%,13.80%,0.112,0.257,0.23,0.323,0.342,0.318,83,-0.3,-36.4,-19.4,0.2,1011047
Joe Christopher,- - -,638,1868,434,29,224,173,29,8.40%,14.80%,0.113,0.295,0.26,0.329,0.374,0.316,97,-1.1,-9.5,-53.3,0.2,1002213
Gail Harris,- - -,437,1471,320,51,159,190,2,7.20%,13.20%,0.166,0.245,0.24,0.304,0.406,0.313,89,0,-20.5,-20.8,0.2,1005413
Jake Wood,- - -,608,2068,469,35,279,168,79,7.70%,17.50%,0.112,0.292,0.25,0.312,0.362,0.304,84,7.4,-31.9,-28.1,0.2,1014220
Mitch Maier,Royals,360,1117,242,10,122,93,15,10.00%,19.90%,0.096,0.309,0.248,0.327,0.344,0.302,82,-2.9,-27.7,-8.7,0.2,5588
Dan Shannon,- - -,242,1042,225,8,171,111,54,7.40%,10.30%,0.106,0.256,0.233,0.291,0.339,0.302,76,1.3,-41.6,-1.7,0.2,1011794
Joe Gedeon,- - -,584,2446,515,1,259,171,33,7.40%,7.40%,0.059,0.267,0.244,0.311,0.303,0.3,75,0.2,-66.9,-8.8,0.2,1004591
Larvell Blanks,- - -,629,1953,446,20,203,172,9,6.80%,9.10%,0.082,0.268,0.253,0.302,0.335,0.292,76,-0.6,-54.2,-9,0.2,1001051
Nelson Mathews,- - -,306,1076,218,22,93,98,8,8.20%,23.00%,0.136,0.276,0.223,0.288,0.359,0.286,76,-2.8,-31.8,3.4,0.2,1008240
Gil Torres,Senators,344,1356,320,0,99,119,20,3.90%,4.80%,0.049,0.265,0.252,0.282,0.301,0.277,67,-1.7,-51.3,10.4,0.2,1013131
Heinie Smith,- - -,311,1216,268,3,117,91,54,4.20%,,0.058,,0.238,0.276,0.296,0.276,71,4,-39.7,-1.7,0.2,1012157
Harry Lyons,- - -,407,1815,401,7,246,198,120,5.30%,5.20%,0.055,0.257,0.234,0.277,0.289,0.275,74,6.4,-61.9,-6.3,0.2,1007883
Ray Oyler,- - -,542,1445,221,15,110,86,2,9.30%,24.80%,0.076,0.229,0.175,0.258,0.251,0.237,48,-1.3,-81.8,47.7,0.2,1009929
Bump Hadley,- - -,527,1146,190,0,84,75,3,7.70%,16.30%,0.037,0.233,0.189,0.255,0.226,0.235,27,-0.2,-115.4,75.6,0.2,1005186
Charlie Spikes,- - -,670,2232,502,65,240,256,27,6.90%,17.40%,0.143,0.273,0.246,0.304,0.389,0.315,95,-3.7,-15.1,-57,0.1,1012341
Bill Sweeney,- - -,308,1112,300,5,127,107,22,4.00%,6.60%,0.085,0.303,0.286,0.314,0.37,0.314,76,-6.4,-41.3,0.9,0.1,1012772
Skip Schumaker,- - -,1149,3582,905,28,416,284,26,7.80%,13.30%,0.086,0.317,0.278,0.337,0.364,0.312,93,-8.1,-38.7,-70,0.1,3704
Lloyd Merriman,- - -,455,1346,291,12,140,117,20,9.40%,9.20%,0.103,0.261,0.242,0.316,0.345,0.31,75,2.7,-39.1,-3.2,0.1,1008791
Charlie Hargreaves,- - -,423,1298,321,4,96,139,6,5.90%,3.80%,0.066,0.279,0.27,0.318,0.336,0.307,70,0.2,-54.2,12.2,0.1,1005360
Frank Ellerbe,- - -,420,1622,389,4,179,152,12,4.40%,8.40%,0.078,0.293,0.268,0.306,0.346,0.305,67,0,-72.3,17.6,0.1,1003728
Timo Perez,- - -,603,1825,449,26,187,185,23,5.00%,8.70%,0.113,0.282,0.269,0.308,0.382,0.301,80,-8.6,-55.3,-4.3,0.1,891
Daniel Descalso,- - -,807,2105,447,29,234,206,21,9.40%,18.80%,0.116,0.29,0.242,0.319,0.357,0.296,80,11.5,-38.8,-25.3,0.1,8392
Gary Woods,- - -,525,1138,251,13,117,110,19,7.60%,16.50%,0.094,0.285,0.243,0.302,0.337,0.289,75,-1.3,-34.3,-1.4,0.1,1014237
Luis Rodriguez,- - -,407,1123,231,10,100,80,6,9.80%,9.80%,0.086,0.255,0.238,0.314,0.324,0.287,75,-3.4,-37.7,1.2,0.1,2364
Johnny Giavotella,- - -,359,1344,318,14,148,125,15,4.80%,13.20%,0.104,0.285,0.255,0.294,0.359,0.285,79,1.6,-31.2,-12.4,0.1,6740
Ed Daily,- - -,640,2703,616,19,396,288,235,4.60%,10.10%,0.085,0.26,0.239,0.276,0.325,0.285,82,21.8,-51.7,-49.9,0.1,1002933
Don Kelly,- - -,585,1220,252,23,148,98,16,7.50%,14.00%,0.105,0.251,0.23,0.294,0.334,0.281,71,4,-37,-2.5,0.1,2216
A.J. Hinch,- - -,350,1075,209,32,104,112,13,6.60%,19.90%,0.136,0.247,0.219,0.28,0.356,0.281,63,1.1,-50.4,13.7,0.1,606
Jim Donahue,- - -,341,1386,298,2,133,133,33,7.50%,6.50%,0.041,0.243,0.234,0.295,0.275,0.281,76,-10.1,-60.9,3.4,0.1,1003369
Jeff Hamilton,Dodgers,416,1273,282,24,111,124,0,3.40%,16.60%,0.115,0.263,0.234,0.263,0.349,0.272,74,-1.6,-40,0.1,0.1,1005275
Rafael Santana,- - -,668,2183,497,13,188,156,3,6.30%,10.70%,0.061,0.272,0.246,0.295,0.307,0.268,66,-2.9,-89,18.1,0.1,1011441
John Cassidy,- - -,634,2731,650,5,353,191,0,3.10%,6.50%,0.064,0.265,0.246,0.271,0.31,0.268,91,-0.3,-37.2,-59.3,0.1,1002052
Jim Anderson,- - -,419,1091,211,13,107,86,9,7.40%,11.90%,0.08,0.238,0.218,0.28,0.298,0.267,60,-2.8,-52.8,18.7,0.1,1000231
Bob Heise,- - -,499,1232,283,1,104,86,3,3.80%,6.30%,0.045,0.263,0.247,0.28,0.293,0.262,62,-2.2,-54.8,17.9,0.1,1005599
Drew Butera,- - -,401,1073,199,15,91,83,0,5.50%,20.10%,0.1,0.244,0.203,0.256,0.303,0.249,51,-3,-63.7,29.6,0.1,3411
Earl Whitehill,- - -,548,1446,264,4,107,98,3,6.70%,14.90%,0.038,0.243,0.204,0.261,0.242,0.243,32,0.7,-136.5,84.9,0.1,1013866
Bob Seeds,- - -,615,2137,537,28,268,233,14,7.50%,8.90%,0.105,0.296,0.277,0.336,0.382,0.332,88,-4.5,-40.9,-33.5,0,1011716
Russ Davis,- - -,612,2178,508,84,261,276,16,6.70%,23.10%,0.188,0.301,0.257,0.31,0.444,0.326,92,-1.7,-24.6,-50.2,0,1003076
Larry Twitchell,- - -,639,2758,676,19,362,384,84,6.10%,8.40%,0.093,0.283,0.263,0.313,0.356,0.319,91,-12.7,-55.7,-58.3,0,1013243
Jeff Stone,- - -,372,1022,261,11,129,72,75,5.90%,18.20%,0.098,0.335,0.277,0.327,0.375,0.316,95,6.8,0.3,-34.7,0,1012567
Frank Parkinson,Phillies,378,1444,335,24,157,149,9,6.60%,16.10%,0.111,0.295,0.256,0.308,0.366,0.314,62,-0.7,-70.5,18.7,0,1010010
Neal Finn,- - -,321,1152,274,3,125,102,9,5.90%,7.70%,0.06,0.285,0.262,0.314,0.323,0.299,68,1.6,-45.9,8.6,0,1004060
Billy Alvord,- - -,265,1114,270,3,129,109,27,3.90%,13.90%,0.094,0.273,0.253,0.283,0.346,0.298,78,-3.9,-42.9,0.3,0,1000202
Zip Collins,- - -,281,1008,232,2,124,63,15,5.80%,9.90%,0.056,0.283,0.253,0.301,0.309,0.297,84,-1.9,-18.8,-12.6,0,1002468
Jeff Branson,- - -,694,1720,383,34,173,156,9,7.10%,18.10%,0.126,0.285,0.246,0.3,0.372,0.293,73,-0.4,-58.2,1.3,0,1001355
Johnny Hudson,- - -,426,1277,283,4,138,96,17,6.80%,12.80%,0.072,0.279,0.242,0.296,0.314,0.287,63,2.9,-54.6,16,0,1006137
Marty Perez,- - -,931,3463,771,22,313,241,11,7.10%,10.70%,0.07,0.271,0.246,0.301,0.316,0.285,70,-3.4,-120,8.4,0,1010182
Rick Bosetti,- - -,445,1656,385,17,172,133,30,4.80%,11.40%,0.089,0.273,0.25,0.288,0.338,0.284,69,-7.1,-67.9,15.2,0,1001211
Oscar Stanage,- - -,1096,3845,819,8,248,321,30,5.70%,11.70%,0.061,0.253,0.234,0.284,0.295,0.283,67,-11.4,-152.6,27,0,1012394
Mike McNally,- - -,492,1243,257,1,169,85,40,7.40%,7.80%,0.029,0.261,0.238,0.299,0.267,0.277,58,1.9,-63.9,23.6,0,1008656
Wilbur Howard,- - -,466,1135,267,6,149,71,60,4.00%,15.40%,0.072,0.293,0.25,0.283,0.322,0.276,73,2.6,-32.9,-2.4,0,1006091
Ollie O'Mara,- - -,412,1639,341,2,166,77,46,5.20%,6.40%,0.048,0.248,0.231,0.28,0.279,0.275,67,1.1,-54.4,2.1,0,1009799
Andy Allanson,- - -,512,1634,357,16,145,139,23,5.30%,13.60%,0.07,0.27,0.24,0.283,0.31,0.269,62,-3.1,-76.5,22.2,0,1000130
Paul Janish,- - -,473,1305,249,7,123,87,7,7.40%,14.30%,0.072,0.245,0.212,0.28,0.284,0.256,52,1.2,-73.5,32.6,0,7412
Fred Warner,- - -,257,1062,242,1,115,47,0,2.50%,8.40%,0.041,0.263,0.234,0.254,0.275,0.244,83,0.1,-26.9,-9.2,0,1013631
Jack Chesbro,- - -,393,1151,217,5,85,82,5,2.20%,,0.071,,0.197,0.216,0.267,0.231,42,-3.8,-80.5,41.6,0,1002179
Bill Hassamaer,- - -,256,1147,305,7,163,178,25,7.30%,3.80%,0.119,0.297,0.289,0.342,0.408,0.349,86,-4.6,-31.8,-17.1,-0.1,1005477
Harry Blake,- - -,526,2168,473,8,299,253,55,10.60%,7.60%,0.072,0.279,0.252,0.336,0.324,0.325,79,-6.4,-80.9,-16.8,-0.1,1001036
Wattie Holm,Cardinals,436,1649,410,6,207,174,11,6.10%,5.20%,0.096,0.288,0.275,0.322,0.37,0.322,80,0.7,-43.1,-11.6,-0.1,1005981
Lastings Milledge,- - -,433,1659,404,33,166,167,40,6.30%,17.30%,0.125,0.312,0.269,0.328,0.395,0.318,92,-6.3,-23.6,-31.3,-0.1,6441
Gil Coan,- - -,918,3166,731,39,384,278,83,7.30%,12.10%,0.105,0.282,0.254,0.316,0.359,0.315,82,1.7,-68.5,-36.8,-0.1,1002373
Liz Funk,- - -,272,1088,261,6,134,105,29,6.70%,5.30%,0.099,0.28,0.267,0.322,0.367,0.315,75,-3.9,-42.5,0.7,-0.1,1004407
Wes Helms,- - -,1212,3027,694,75,280,374,3,7.30%,22.70%,0.149,0.311,0.256,0.318,0.405,0.315,87,-12,-59.4,-39.5,-0.1,94
Freddy Spurgeon,Indians,316,1313,335,1,181,100,23,4.60%,5.40%,0.054,0.303,0.285,0.322,0.339,0.312,69,1.5,-53.5,4.6,-0.1,1012368
Dave Marshall,- - -,489,1211,258,16,123,114,13,11.00%,19.70%,0.092,0.301,0.246,0.333,0.338,0.31,95,-2.6,-10.3,-32.5,-0.1,1008136
Paul Dade,- - -,439,1467,355,10,186,107,57,7.70%,13.20%,0.075,0.307,0.27,0.328,0.345,0.305,89,-1.1,-20.5,-28.7,-0.1,1002920
Andy Fox,- - -,776,2194,461,30,248,168,74,9.00%,18.60%,0.098,0.288,0.239,0.324,0.338,0.297,74,6.4,-68.4,-5.4,-0.1,1379
Eric Owens,- - -,806,2577,621,26,305,214,126,7.10%,11.00%,0.083,0.29,0.264,0.318,0.347,0.297,77,5,-71.6,-14,-0.1,534
Angel Berroa,- - -,746,2807,665,46,329,254,50,4.20%,16.40%,0.116,0.297,0.258,0.303,0.374,0.296,73,2.2,-94.3,-2.8,-0.1,591
Jolbert Cabrera,- - -,609,1531,362,18,189,157,38,4.80%,15.70%,0.107,0.297,0.257,0.306,0.365,0.295,76,-2.8,-50.8,-2.5,-0.1,373
Rusty Peters,- - -,471,1347,289,8,123,117,9,7.30%,14.80%,0.089,0.277,0.236,0.295,0.326,0.293,69,-2.5,-57,9.1,-0.1,1010239
Andy LaRoche,- - -,404,1336,267,22,133,113,8,9.10%,15.60%,0.111,0.255,0.226,0.304,0.336,0.287,73,-3.2,-48.3,5.1,-0.1,6444
Keith Osik,- - -,456,1265,259,13,96,108,6,8.80%,16.00%,0.091,0.269,0.231,0.308,0.321,0.285,65,-2.4,-59.2,17.2,-0.1,1001
Bob Clark,- - -,288,1105,233,1,145,107,71,7.70%,6.10%,0.049,0.238,0.23,0.296,0.28,0.284,79,1.8,-33.9,-9.5,-0.1,1002266
Joe Kelly,- - -,376,1470,300,6,129,117,66,5.40%,9.70%,0.075,0.247,0.224,0.272,0.298,0.278,74,8.1,-31.6,-12.2,-0.1,1006804
Jeff Huson,- - -,827,2127,439,8,242,150,64,9.00%,10.70%,0.061,0.26,0.234,0.304,0.295,0.276,65,3.9,-89.2,16.2,-0.1,1006229
Robert Andino,- - -,481,1491,313,18,159,97,24,7.60%,21.00%,0.085,0.289,0.233,0.294,0.318,0.275,65,0.9,-61.6,10.9,-0.1,4900
Ron Brand,- - -,568,1500,322,3,108,106,20,7.50%,8.40%,0.042,0.261,0.239,0.303,0.282,0.267,68,-0.4,-55.2,4.3,-0.1,1001351
Jerry Buchek,- - -,421,1275,259,22,96,108,5,5.90%,24.50%,0.105,0.278,0.22,0.269,0.325,0.264,65,-2.6,-52.1,9.5,-0.1,1001616
Hank Arft,Browns,300,1056,229,13,116,118,8,13.00%,12.60%,0.123,0.284,0.253,0.352,0.375,0.343,89,-2.5,-17.5,-19.8,-0.2,1000298
Russ Scarritt,- - -,285,1121,296,3,119,120,17,4.40%,8.10%,0.099,0.311,0.285,0.32,0.385,0.32,80,-5.4,-37.2,-8.4,-0.2,1011499
Robb Quinlan,Angels,458,1196,307,25,134,121,16,5.80%,15.60%,0.125,0.312,0.276,0.322,0.401,0.317,90,-6.2,-19.7,-22.8,-0.2,1779
Frank Grube,- - -,394,1280,274,1,121,107,12,10.20%,6.90%,0.064,0.264,0.244,0.326,0.308,0.304,70,-0.1,-54.2,5.5,-0.2,1005105
Paul Householder,- - -,466,1473,313,29,146,144,36,8.60%,17.00%,0.127,0.269,0.236,0.304,0.363,0.3,83,-4.4,-33.2,-16.7,-0.2,1006063
Raul Casanova,- - -,387,1201,255,35,98,130,2,8.20%,16.70%,0.143,0.257,0.236,0.304,0.379,0.299,74,-7.1,-47.6,5,-0.2,680
Luis Rivas,- - -,648,2290,541,34,286,201,81,5.50%,13.80%,0.12,0.287,0.257,0.303,0.377,0.298,77,5.9,-61.3,-18.9,-0.2,753
Al Spohrer,- - -,756,2383,575,6,213,199,13,5.20%,7.00%,0.077,0.278,0.259,0.301,0.336,0.295,69,2,-93.4,13.6,-0.2,1012348
Ron Washington,- - -,564,1689,414,20,190,147,28,3.80%,15.70%,0.107,0.3,0.261,0.292,0.368,0.294,77,-1.8,-48.5,-9.3,-0.2,1013658
Billy Cowan,- - -,493,1253,281,40,131,125,17,4.00%,23.70%,0.151,0.282,0.236,0.269,0.387,0.29,82,0.7,-25.2,-17.2,-0.2,1002688
Bob Swift,- - -,1001,3136,635,14,212,238,10,10.30%,7.40%,0.049,0.248,0.231,0.313,0.28,0.289,64,-1.4,-141.7,36.5,-0.2,1012789
Jace Peterson,- - -,344,1201,244,14,108,91,21,10.30%,19.90%,0.095,0.285,0.231,0.314,0.326,0.284,75,1.3,-34,-6.1,-0.2,12325
Glenn Hoffman,- - -,766,2383,524,23,247,210,5,5.70%,13.00%,0.089,0.272,0.242,0.291,0.331,0.282,68,-5.6,-95.4,16.4,-0.2,1005905
Tommie Reynolds,- - -,513,1318,265,12,141,87,12,8.90%,12.60%,0.069,0.254,0.226,0.306,0.296,0.28,76,-0.2,-35.6,-3,-0.2,1010875
Bobby Gene Smith,- - -,476,1034,234,13,101,96,5,5.30%,14.90%,0.087,0.276,0.243,0.284,0.331,0.275,63,-2.2,-49.2,14.7,-0.2,1012102
Jerry Terrell,- - -,657,1766,412,4,218,125,50,4.30%,9.10%,0.05,0.277,0.253,0.288,0.304,0.272,64,1.5,-70.7,11.6,-0.2,1012922
Steve Swisher,- - -,509,1577,305,20,108,124,4,7.50%,20.40%,0.087,0.262,0.216,0.279,0.303,0.267,55,-0.6,-81.6,29,-0.2,1012795
Will Foley,- - -,253,1002,224,0,112,76,0,2.00%,6.70%,0.044,0.24,0.228,0.244,0.272,0.239,79,0,-31,-7.5,-0.2,1004201
Charley Root,- - -,632,1191,196,11,86,93,1,3.70%,27.60%,0.086,0.248,0.18,0.217,0.266,0.224,23,0,-117.3,77.2,-0.2,1011188
Joe Sullivan,- - -,413,1829,492,11,287,227,49,6.30%,4.40%,0.083,0.309,0.299,0.362,0.381,0.357,94,-8.1,-26.5,-39.6,-0.3,1012697
Mel Almada,- - -,646,2737,706,15,363,197,56,7.80%,5.50%,0.083,0.298,0.284,0.342,0.367,0.332,80,-2,-81.3,-22.4,-0.3,1000172
Ed Beecher,- - -,283,1276,325,7,148,177,49,5.60%,3.80%,0.09,0.28,0.273,0.322,0.363,0.329,91,-3.7,-23.3,-34.9,-0.3,1000768
Chubby Dean,- - -,533,1186,287,3,106,128,5,9.70%,5.50%,0.067,0.29,0.274,0.347,0.341,0.327,79,-1,-35.1,-10.8,-0.3,1003105
Les Mallon,- - -,383,1436,368,8,156,119,4,7.00%,8.10%,0.076,0.306,0.283,0.336,0.359,0.324,84,0.4,-28.3,-21,-0.3,1008031
Preston Ward,- - -,744,2346,522,50,219,262,7,9.80%,13.40%,0.127,0.275,0.253,0.326,0.38,0.322,86,0.1,-41.1,-36,-0.3,1013623
Eddie Williams,- - -,395,1281,288,39,146,150,2,7.90%,16.90%,0.147,0.277,0.252,0.319,0.398,0.317,90,-2.4,-19.1,-28.6,-0.3,1013996
Elmer Miller,- - -,413,1602,343,16,170,151,29,7.10%,8.70%,0.093,0.26,0.243,0.307,0.335,0.308,81,0,-36.8,-17.8,-0.3,1008894
Fred Hofmann,- - -,378,1108,247,7,98,93,6,6.90%,10.80%,0.092,0.275,0.247,0.308,0.339,0.305,69,1.1,-44.7,3.4,-0.3,1005916
Chris Widger,- - -,613,1998,435,55,180,222,10,7.10%,19.20%,0.155,0.272,0.238,0.296,0.393,0.301,75,-6.4,-70.9,3.2,-0.3,1541
Johnnie Heving,- - -,399,1068,261,1,103,90,4,6.10%,5.50%,0.065,0.281,0.265,0.312,0.33,0.3,66,-0.7,-51.1,8.8,-0.3,1005757
Kevin Frandsen,- - -,514,1363,322,15,134,110,7,4.70%,9.40%,0.09,0.277,0.258,0.312,0.348,0.294,79,-8.8,-42.4,-3.5,-0.3,7528
Charlie James,- - -,510,1479,358,29,158,172,7,3.20%,17.60%,0.115,0.293,0.255,0.283,0.369,0.29,71,-1.1,-52.5,0.8,-0.3,1006346
Jonathan Herrera,- - -,490,1345,311,10,136,89,18,7.10%,14.60%,0.07,0.301,0.259,0.316,0.329,0.288,65,0.5,-55,10.5,-0.3,4182
Doug Strange,- - -,707,2069,434,31,194,211,14,7.50%,15.90%,0.104,0.267,0.233,0.295,0.338,0.283,67,-3.6,-89.9,19,-0.3,1012596
Otto Miller,Superbas,927,3049,695,5,229,231,40,3.40%,9.90%,0.063,0.273,0.245,0.275,0.308,0.279,65,-1.8,-124,22.4,-0.3,1008918
Jordan Schafer,- - -,463,1472,295,12,171,85,103,9.90%,26.00%,0.079,0.314,0.228,0.308,0.307,0.278,72,13.4,-35.9,-13.4,-0.3,9883
Art Hoelskoetter,Cardinals,299,1024,225,2,59,53,9,3.90%,,0.045,,0.236,0.271,0.282,0.271,74,-4.2,-32.6,-2.9,-0.3,1005894
Tom Needham,- - -,523,1651,311,8,113,117,20,6.60%,14.70%,0.063,0.227,0.209,0.274,0.272,0.271,69,-5.6,-62.5,5,-0.3,1009479
Kid Baldwin,- - -,441,1726,371,7,186,178,40,2.10%,12.40%,0.078,0.254,0.221,0.243,0.299,0.253,67,-4.9,-92.2,14.8,-0.3,1000482
Jack Powell,- - -,585,1754,309,8,133,124,3,5.00%,,0.056,,0.192,0.237,0.248,0.237,45,-8.2,-125.6,59.9,-0.3,1010487
Sam Leever,Pirates,389,1074,183,2,90,78,4,4.60%,22.90%,0.051,0.087,0.184,0.228,0.236,0.227,40,-4.5,-82.5,43.3,-0.3,1007470
Tommy John,- - -,451,1030,141,5,43,54,0,3.20%,20.50%,0.031,0.198,0.157,0.187,0.188,0.175,6,0.2,-109.1,76.2,-0.3,1006515
Jake Powell,- - -,688,2767,689,22,353,327,65,6.30%,7.90%,0.092,0.29,0.271,0.32,0.363,0.319,81,-3.3,-71,-26.9,-0.4,1010489
Scoops Carey,- - -,299,1237,313,1,114,159,5,4.20%,6.00%,0.089,0.278,0.271,0.308,0.36,0.317,80,-7,-45.8,-10.1,-0.4,1001947
Cory Sullivan,- - -,476,1272,305,10,156,97,32,7.40%,19.90%,0.11,0.336,0.271,0.327,0.381,0.311,77,1.5,-35.7,-10.4,-0.4,1940
Jim Bucher,- - -,554,1914,474,17,242,193,19,4.80%,5.90%,0.086,0.275,0.265,0.302,0.351,0.304,75,0.7,-57.9,-9.9,-0.4,1001617
Johnny Mitchell,- - -,329,1338,288,2,152,63,14,8.90%,6.10%,0.051,0.262,0.245,0.317,0.296,0.297,65,-0.1,-63.4,14.4,-0.4,1009002
Rusty Torres,- - -,655,1523,279,35,160,126,13,10.80%,16.20%,0.122,0.234,0.212,0.301,0.334,0.293,83,-4.6,-33.6,-17.8,-0.4,1013137
Doug Clemens,- - -,451,1057,211,12,99,88,6,10.80%,15.70%,0.091,0.266,0.229,0.317,0.321,0.291,80,-1.5,-26,-11.8,-0.4,1002335
Billy Consolo,- - -,603,1363,260,9,158,83,9,11.80%,21.80%,0.068,0.287,0.221,0.315,0.289,0.284,65,-1.5,-59.1,14.7,-0.4,1002545
Al Glossop,- - -,309,1058,199,15,99,86,5,8.40%,9.90%,0.082,0.221,0.209,0.28,0.291,0.276,65,0.6,-40.9,6.5,-0.4,1004787
J.C. Martin,- - -,908,2446,487,32,189,230,9,8.20%,12.20%,0.092,0.243,0.222,0.291,0.315,0.269,70,-0.6,-85.5,5.7,-0.4,1008173
Ryan Goins,Blue Jays,386,1180,236,15,108,112,4,6.20%,21.30%,0.104,0.27,0.219,0.268,0.323,0.26,58,-1.1,-58.6,14.4,-0.4,9807
Larry Corcoran,- - -,326,1341,287,2,192,111,5,3.90%,13.90%,0.064,0.259,0.223,0.253,0.287,0.249,75,0.1,-49,-5.3,-0.4,1002618
Charlie Reipschlager,- - -,296,1148,246,0,99,63,9,3.00%,,0.061,,0.222,0.248,0.283,0.248,74,-2.7,-50.2,-1,-0.4,1010812
Terry Humphrey,- - -,415,1170,223,6,69,85,5,5.80%,15.00%,0.056,0.245,0.211,0.265,0.267,0.247,52,-0.6,-64.8,24.2,-0.4,1006188
George Creamer,- - -,500,1935,400,1,234,99,,3.70%,7.50%,0.061,0.228,0.215,0.244,0.276,0.24,73,0,-72.3,-1,-0.4,1002751
Larry French,- - -,570,1193,199,1,83,84,3,4.00%,17.60%,0.038,0.234,0.188,0.226,0.226,0.215,19,0.3,-123.3,79.7,-0.4,1004338
Billy Pierce,- - -,616,1255,203,0,94,69,1,5.20%,18.50%,0.019,0.233,0.184,0.232,0.203,0.208,18,-0.1,-125.4,81.5,-0.4,1010326
Jim Canavan,- - -,539,2304,461,30,322,287,114,10.00%,7.20%,0.121,0.231,0.223,0.304,0.344,0.311,75,5,-83.9,-16.9,-0.5,1001906
Jack O'Brien,- - -,326,1348,317,9,171,133,42,5.70%,,0.077,,0.259,0.308,0.335,0.309,82,-0.5,-31.9,-22.8,-0.5,1009693
Heinie Schuble,- - -,330,1011,235,11,139,116,19,5.60%,10.70%,0.116,0.275,0.251,0.296,0.367,0.303,68,0.4,-43.5,2.7,-0.5,1011621
Roman Mejias,- - -,627,1905,449,54,212,202,22,4.70%,12.50%,0.137,0.265,0.254,0.294,0.391,0.303,84,0.2,-36.7,-26.3,-0.5,1008740
Jack Warner,- - -,478,1755,387,1,199,120,31,8.10%,7.80%,0.061,0.274,0.25,0.319,0.312,0.302,65,0.4,-78.5,12.9,-0.5,1013633
Desi Relaford,- - -,939,3347,714,40,375,308,81,8.80%,14.80%,0.104,0.277,0.243,0.319,0.347,0.297,73,7.7,-106.5,-9.4,-0.5,1096
Lynn Jones,- - -,527,1048,239,7,109,91,13,7.00%,8.20%,0.069,0.269,0.252,0.308,0.321,0.288,75,-2.9,-34.2,-2.9,-0.5,1006573
Frank Delahanty,- - -,287,1092,223,5,109,94,50,6.00%,5.70%,0.082,0.226,0.226,0.28,0.308,0.287,74,5.4,-26.3,-12.3,-0.5,1003156
Chuck Harrison,- - -,328,1116,241,17,94,126,3,7.60%,13.20%,0.105,0.261,0.238,0.297,0.343,0.287,81,0.2,-23.4,-16.7,-0.5,1005407
Bobby Clark,- - -,396,1038,231,19,97,100,4,5.30%,19.20%,0.109,0.282,0.239,0.281,0.347,0.284,75,-2.4,-33.6,-4.3,-0.5,1002269
Luis Melendez,- - -,641,1616,366,9,167,122,18,6.70%,10.80%,0.07,0.274,0.248,0.299,0.318,0.284,74,-2.1,-49.7,-5.9,-0.5,1008746
Jose Tartabull,- - -,749,2020,484,2,247,107,81,5.70%,6.70%,0.059,0.279,0.261,0.303,0.32,0.282,74,6.4,-53.7,-5.7,-0.5,1012830
Felix Fermin,- - -,903,3072,718,4,294,207,27,5.40%,4.80%,0.043,0.271,0.259,0.305,0.303,0.279,68,-3.7,-123.6,17.5,-0.5,1003991
Onix Concepcion,- - -,390,1131,249,3,108,80,25,4.20%,8.20%,0.055,0.259,0.239,0.278,0.294,0.261,58,-0.7,-57.3,16.9,-0.5,1002495
Brant Brown,- - -,424,1150,261,45,142,146,15,6.40%,27.50%,0.198,0.308,0.247,0.301,0.445,0.32,87,-3.2,-24.1,-19.6,-0.6,1001498
Dick Harley,- - -,740,3244,755,10,389,236,139,6.90%,,0.05,,0.262,0.332,0.312,0.317,85,3.7,-63,-64.9,-0.6,1005367
Bobby Reeves,- - -,502,1835,402,8,203,135,21,9.50%,11.90%,0.077,0.287,0.252,0.331,0.329,0.314,76,-6,-66.9,-6.6,-0.6,1010780
Frank Scheibeck,- - -,389,1609,329,2,213,148,88,11.30%,9.80%,0.057,0.268,0.236,0.329,0.292,0.312,78,2.1,-53,-8.9,-0.6,1011539
Darnell Coles,- - -,957,3224,709,75,333,368,20,7.40%,13.80%,0.137,0.264,0.245,0.307,0.382,0.308,88,-6,-51.9,-61.6,-0.6,1002436
Pete Castiglione,- - -,545,1820,426,24,205,150,10,5.70%,6.90%,0.093,0.264,0.255,0.3,0.349,0.302,67,0.2,-75.8,10.4,-0.6,1002067
Dale Sveum,- - -,862,2810,597,69,305,340,10,8.10%,23.30%,0.142,0.289,0.236,0.298,0.378,0.3,82,-6,-67.9,-29.8,-0.6,1012748
Zack Taylor,- - -,918,3101,748,9,258,311,9,5.20%,6.20%,0.068,0.277,0.261,0.304,0.329,0.297,67,0.9,-133.7,24.4,-0.6,1012896
Aaron Miles,- - -,932,3064,793,19,347,229,30,5.30%,9.60%,0.072,0.305,0.281,0.32,0.352,0.297,75,7.9,-90.3,-15.9,-0.6,1844
Nig Cuppy,- - -,314,1065,223,1,146,120,10,8.40%,15.10%,0.071,0.304,0.233,0.302,0.304,0.296,64,-6.1,-64.2,14.1,-0.6,1002884
Ken Hamlin,- - -,468,1502,323,11,143,89,17,8.30%,9.70%,0.07,0.261,0.241,0.304,0.311,0.281,70,-0.7,-55.1,4.5,-0.6,1005279
Bobby Bragan,- - -,597,2051,456,15,136,172,12,5.40%,5.70%,0.069,0.249,0.24,0.282,0.309,0.28,65,1.5,-81.5,13.9,-0.6,1001331
